conflict,land,agrtit,anymitiguse,fenc,ntwh,gdan,lgtn,scrd,cley,dp,dw,elev,fc1km,fc3km,lvstkown,grzlvstkhouse,grzcattlehouse,grzgoathouse,grzlvstkforest,hht,pctmen,gender,age,ncrop,rice,soya,cotton,channa,wheat,crmgen,crfenc,crntwh,crgdan,crlgtn,crscrd,crbush,lpmgen,lpfenc,lpntwh,lpgdan,lplgtn,lpscrd,lpcley,yrsofarming,crincmloss,lpincmloss,lessrain,morerain,partcommact,localofffence,localofflight,localofftrench,conflhhtask,conflfuel,conflcrops,confldomes,conflwater,jvcarn,jvherb,fbcarn,fbherb,mrcarn,mrherb,apcarn,apherb,mycarn,myherb,jncarn,jnherb,jlcarn,jlherb,agcarn,agherb,spcarn,spherb,occarn,ocherb,nvcarn,nvherb,dccarn,dcherb,migrtnstatus,chldatndschl,obtainwood,obtaingraze,obtainntfp,intrctfd,faceconflfd,fdfuel,fdgraze,valutgr,valulprd,valupig,valuchtl,valunlgi,valusmbr,crpig,crchtl,crnlgi,crsmbr,lplprd,lptgr,rptgovcr,rptgovlp,rptgovpig,rptgovchtl,rptgovnlgi,rptgovsmbr,rptgovlprd,rptgovtgr,Ilm,less8m,totwelvem,abvtwelvem,Ilf,less8f,totwelvef,abvtwelvef,highschledu,crhh,lphh,cattleown,bufflown,goatown,comprec,Il,less8,totwelve,abvtwelve,imppa,chngpa,obtainres,freqres,conflyear,fdaccess
0,0,NA,0,0,0,0,0,0,0,0.478603,0.035831,0.23238452,13.86708928,50.96282843,1,1,1,NA,1,3,66.66666667,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,NA,NA,0,0,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,0,0,1,NA,NA,1,0,0,NA,0,2,1,0,1,1,1,1,NA,0
1,0,NA,0,0,0,0,0,0,0,0.477954,0.035258,0.23238452,13.87597381,50.97219869,0,0,0,0,NA,6,50,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,1,5,2
0,0,NA,0,0,0,0,0,0,0,0.47786,0.035147,0.23238452,13.87843001,50.97403591,0,0,0,0,NA,6,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,0,0,2,NA,NA,0,0,0,NA,1,1,2,0,1,0,0,0,NA,6
0,0,NA,0,0,0,0,0,0,0,NA,NA,0.23238452,NA,NA,0,0,0,0,NA,5,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,5,5,5,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,NA,NA,0,0,0,NA,1,0,0,0,1,1,0,0,NA,3
0,0,NA,0,0,0,0,0,0,0,6.391704,0.212186,0.23238452,44.74068355,66.13396927,1,1,1,0,0,7,42.85714286,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,1,0,2,NA,NA,1,0,0,NA,0,1,1,1,1,0,0,0,NA,3
1,1,1,1,0,1,0,0,1,0,6.552451,0.336913,0.209290718,38.17138808,63.51809281,17,17,2,15,1,5,60,1,52,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,37.5,20000,NA,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,1,1,1,1,NA,NA,1,0,1,1,0,0,1,0,0,1,1,1,2,0,15,0,0,2,1,0,0,0,1,0,10,0
1,5,1,1,1,1,0,0,1,0,6.325747,0.116491,0.209290718,48.27715548,66.26339532,2,2,2,0,1,5,80,1,55,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,30,20000,NA,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,NA,NA,0,1,1,2,0,0,1,1,0,3,1,1,2,0,0,0,1,2,3,0,1,0,1,0,10,0
1,2,1,1,1,0,0,0,0,0,6.330049,0.086457,0.209290718,49.25017488,65.57872292,0,0,0,0,NA,5,80,1,26,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,15000,NA,0,0,0,1,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,1,0,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,1,NA,1,NA,NA,NA,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,1,NA,NA
1,7,1,1,1,1,0,0,0,0,6.351208,0.128948,0.209290718,47.64818337,65.73750502,4,4,4,0,1,5,60,1,29,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30,35000,NA,0,0,0,1,1,NA,0,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,1,0,1,NA,1,NA,NA,NA,0,1,1,0,0,1,0,0,1,1,0,4,0,0,0,0,2,1,0,1,0,0,0,10,NA
1,10,1,0,0,0,0,0,0,0,12.805717,0.517855,0.209290718,1.920019393,6.148319181,0,0,0,0,NA,2,50,1,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12000,NA,0,0,0,1,5,5,1,1,0,0,0,NA,NA,NA,NA,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,2,0,1,0,3,0,0,0,1,1,0,0,0,0,0,5,0,1,0,0,0,1,1,40,NA
1,3,1,0,0,0,0,0,0,0,9.637315,0.672792,0.187529334,1.007283444,16.00307084,0,0,0,0,NA,5,60,1,53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2000,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,50,NA
1,3,1,1,1,0,0,0,1,0,12.765656,0.55498,0.187529334,2.090823562,6.046820761,0,0,0,0,NA,6,50,1,40,2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,40,25000,NA,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,0,0,0,0,0,0,NA,0,0,0,2,0,1,0,0,0,2,1,1,0,0,0,0,1,0,2,0,1,0,0,0,10,NA
1,1,1,1,1,0,0,0,0,0,10.432655,0.964554,0.187529334,12.77039579,24.15782354,2,2,2,0,0,6,50,1,NA,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,4000,NA,0,0,0,2,3,NA,1,0,1,0,0,NA,NA,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,1,1,NA,NA,NA,0,1,1,0,2,0,0,0,1,1,0,2,0,0,0,2,1,1,0,NA,0,0,0,30,NA
1,4,1,1,1,0,0,0,0,0,8.864803,0.423665,0.187529334,2.61328113,18.01359426,5,5,5,0,1,4,75,1,42,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,55,20000,NA,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,1,1,1,1,0,1,NA,NA,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,1,2,1,1,1,0,4,1,1,5,0,0,0,1,1,2,2,1,1,1,0,10,0
1,0.5,1,0,0,0,0,0,0,0,8.884307,0.5072,0.187529334,2.820064945,18.56101449,0,0,0,0,NA,4,50,1,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1000,NA,0,0,0,1,NA,NA,1,1,1,0,0,NA,NA,NA,NA,1,0,1,0,1,0,NA,NA,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,2,0,28,NA
1,0.5,0,0,0,0,0,0,0,0,0.419635,0.134814,0.187529334,78.53390751,83.99728306,0,0,0,0,NA,6,66.66666667,1,45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,20000,NA,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,NA,0,NA,NA,0,1,0,2,0,1,0,0,0,2,1,1,0,0,0,0,2,0,2,0,1,1,1,0,10,NA
1,1,1,1,0,1,0,0,1,0,0.407023,0.146859,0.239335225,78.5720678,84.13250965,0,0,0,0,NA,2,50,0,45,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,30,20000,NA,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,0,0,1,0,1,0,1,0,2,1,0,0,0,0,0,1,0,2,0,1,1,1,1,10,2
0,1,1,0,0,0,0,0,0,0,0.475404,0.089161,0.239335225,78.36759102,83.38487929,1,1,1,0,1,4,75,1,34,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,NA,NA,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,1,0,1,NA,NA,1,0,0,NA,0,3,1,0,1,1,1,1,NA,2
1,2,0,1,1,1,0,0,0,0,0.453411,0.105322,0.239335225,78.43621202,83.63387838,50,50,20,30,1,5,60,1,46,3,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,25000,NA,0,0,0,1,NA,NA,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,1,0,0,0,4,0,5,1,0,20,0,30,0,0,0,5,0,1,0,4,1,30,0
1,3,1,1,1,1,0,0,0,0,0.305409,0.269443,0.239335225,78.50874162,85.28536395,6,6,6,0,1,10,40,1,32,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,20,10000,NA,0,0,0,1,NA,NA,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,1,0,6,0,0,0,2,1,0,0,0,0,3,1,20,0
1,0,NA,0,0,0,0,0,0,0,11.628482,0.861275,0.239335225,5.143164636,13.15222925,7,7,7,0,1,7,57.14285714,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,NA,10000,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,0,0,2,0,0,2,1,0,3,0,1,7,0,0,1,0,2,3,0,0,0,3,1,2,6
1,5,1,1,0,1,0,0,1,0,11.615414,0.930912,0.189351919,4.231997108,13.18103579,2,NA,0,NA,NA,6,66.66666667,1,60,3,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,50,10000,NA,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,2,0,1,0,0,0,2,1,0,2,0,0,0,2,0,2,0,1,0,2,1,20,NA
0,1.5,1,0,0,0,0,0,0,0,11.174353,0.736621,0.189351919,24.39131677,18.3035293,4,4,3,1,0,8,62.5,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,2,0,2,0,1,0,3,NA,NA,3,0,1,NA,3,1,3,0,0,1,0,0,NA,0
0,0.5,1,0,0,0,0,0,0,0,11.306322,0.785702,0.189351919,15.97758321,16.68818404,4,4,4,0,1,3,66.66666667,0,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,1,1,0,1,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,2,0,1,0,0,0,2,NA,NA,4,0,0,NA,1,1,2,0,1,1,1,1,NA,NA
1,8,1,1,0,0,1,0,0,0,11.290501,0.802975,0.189351919,15.93124593,16.86448975,5,NA,0,NA,NA,6,50,1,54,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,75,45000,NA,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,0,0,NA,0,NA,0,0,4,0,0,1,1,1,0,1,1,1,5,0,0,0,1,5,1,0,0,0,0,0,10,NA
1,6,1,1,0,1,0,1,1,0,0.495677,0.094657,0.189351919,87.77497307,96.062319,3,3,2,0,0,2,50,1,55,2,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,60,20000,NA,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,NA,0,NA,NA,0,1,1,4,0,0,1,2,0,6,1,1,2,1,0,0,1,2,6,0,1,0,0,0,10,NA
1,5,1,1,1,1,1,1,1,0,0.504491,0.143464,0.233522874,87.77496649,96.06355016,4,4,4,0,0,4,50,1,39,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,30,20000,NA,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,0,1,0,1,1,NA,NA,0,3,2,0,1,3,0,0,2,1,0,4,0,0,0,1,6,2,0,0,0,1,1,10,0
0,2,1,1,1,1,0,0,1,0,0.696965,0.198919,0.233522874,87.7749755,95.77004836,2,2,2,0,0,6,50,1,26,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,30,NA,NA,1,1,0,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,1,NA,NA,2,0,0,NA,2,1,1,0,0,1,1,1,NA,2
1,4,1,1,1,1,0,1,0,1,0.578642,0.124312,0.233522874,87.77497359,95.96413183,8,8,8,0,1,2,50,1,26,3,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,40,10000,NA,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,2,0,1,1,1,0,3,1,0,8,0,0,0,2,1,3,0,1,0,6,1,10,6
1,2,1,1,1,1,0,1,1,1,0.529245,0.022046,0.233522874,87.77497669,96.09016424,2,2,2,0,1,5,80,0,28,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,40,10000,NA,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,1,1,0,1,2,0,0,1,1,0,2,0,0,0,2,3,1,0,1,0,5,1,50,6
1,2,1,1,1,1,0,0,0,0,11.191378,0.033437,0.233522874,1.404700762,21.05840064,3,3,3,0,1,9,44.44444444,1,43,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,25,NA,NA,0,0,0,1,NA,NA,1,1,1,0,0,0,1,0,1,NA,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,0,1,0,0,0,1,2,0,2,1,0,3,0,0,0,0,2,2,0,0,0,3,1,27,0
0,0,NA,0,0,0,0,0,0,0,11.3791,0.219676,0.185356277,1.552084255,18.98524507,0,0,0,0,NA,5,80,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,0,0,0,1,0,1,0,1,NA,NA,0,0,0,NA,4,0,1,0,0,0,1,0,NA,0
0,0,NA,0,0,0,0,0,0,0,11.40625,0.256787,0.185356277,2.045253998,18.23024341,2,2,2,0,1,5,40,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,NA,NA,2,0,0,NA,2,1,0,0,0,0,1,1,NA,0
1,12,1,1,0,1,1,1,1,0,10.470584,0.641319,0.185356277,5.205908004,28.68373427,1,1,1,0,0,4,50,1,65,4,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,55,20000,NA,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,0,1,1,1,NA,NA,NA,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,2,2,1,0,1,1,2,0,10,0
1,1,0,0,0,0,0,0,0,0,10.586648,0.622115,0.185356277,4.214341765,25.8473183,0,0,0,0,NA,4,50,0,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,1,1,0,1,1,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,1,0,1,1,1,1,0,1,0,1,1,1,1,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,2,0,0,0,2,0,4,1,0,0,0,0,0,1,1,4,0,0,1,2,1,NA,0
0,0,NA,0,0,0,0,0,0,0,12.226371,1.09586,0.185356277,2.589854395,8.121887568,0,0,0,0,NA,3,33.33333333,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,2,0,3,NA,NA,0,0,0,NA,2,1,3,0,1,0,2,1,NA,0
0,0,NA,0,0,0,0,0,0,0,5.761725,0.632547,0.185356277,92.05169096,91.64516553,0,0,0,0,NA,7,42.85714286,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,0,2,0,1,0,1,0,3,NA,NA,0,0,0,NA,3,0,3,0,1,1,1,1,NA,0
1,5,0,0,0,0,0,0,0,0,5.802132,0.543669,0.216310803,92.07161875,91.80823599,5,5,5,0,1,4,50,1,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,10000,25000,1,1,1,1,NA,NA,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,1,NA,NA,NA,NA,1,1,1,0,1,0,1,1,2,0,3,0,1,5,0,0,1,2,1,3,0,1,0,2,1,10,0
1,0,NA,0,0,0,0,0,0,0,5.790365,0.523626,0.216310803,92.06215939,91.81709692,2,2,2,0,1,2,50,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,60000,0,0,0,NA,NA,NA,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,1,0,1,1,0,0,1,1,0,2,0,1,2,0,0,1,0,2,2,0,1,0,5,1,10,3
0,0,NA,0,0,0,0,0,0,0,5.795453,0.567386,0.216310803,92.07152078,91.77047375,0,0,0,0,NA,5,40,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,1,NA,NA,NA,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,NA,1,0,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,1,0,2,NA,NA,0,0,0,NA,0,2,1,1,NA,0,1,0,NA,2
0,0,NA,0,0,0,0,0,0,0,5.728489,0.592089,0.216310803,91.89700582,91.67371253,0,0,0,0,NA,5,60,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,1,0,0,1,0,1,0,1,NA,NA,0,0,0,NA,3,1,1,0,1,1,0,0,NA,2
1,1.5,1,1,1,1,0,1,1,1,1.243621,3.909169,0.216310803,98.51549924,99.20044197,3,3,3,0,1,5,60,1,65,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,50,1200,NA,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,NA,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,1,1,0,2,1,1,0,2,1,0,3,0,0,0,3,2,2,0,0,1,1,1,50,0
